"X1558","X1567","X3B","X3B.1"
1697,1698,"1B","1B"
1702,1704,"2B","2B"
1702,1708,"2B","2B"
1702,1732,"2B","2B"
1704,1732,"2B","2B"
1714,1822,"3A","3A"
1723,1763,"3A","3A"
1723,1822,"3A","3A"
1730,1920,"4A","1B"
1749,1855,"2B","2B"
1761,1837,"1A","4A"
1763,1822,"3A","3A"
1766,1772,"1A","1A"
1787,1895,"1A","4B"
1792,1912,"1A","1B"
1802,1837,"4B","4A"
1802,1847,"4B","4B"
1821,1857,"4B","4B"
1838,1909,"3A","3A"
1861,1889,"2B","2B"
1426,1471,"5B","5B"
1428,1477,"5B","5A"
1428,1673,"5B","1B"
1428,1761,"5B","1A"
1429,1489,"5B","5B"
1429,1695,"5B","1B"
1434,1532,"5B","4A"
1434,1889,"5B","2B"
1437,1453,"5B","5A"
1437,1457,"5B","5A"
1439,1866,"5B","4B"
1443,1533,"5B","4A"
1459,1522,"5A","5A"
1471,1477,"5B","5A"
1471,1482,"5B","5B"
1477,1482,"5A","5B"
1480,1502,"5B","5A"
1482,1520,"5B","5A"
1498,1552,"5A","3B"
1498,1585,"5A","5B"
1498,1837,"5A","4A"
1503,1539,"4A","4A"
1503,1815,"4A","4A"
1519,1743,"4A","2B"
1520,1522,"5A","5A"
1533,1764,"4A","1A"
1533,1885,"4A","4B"
1539,1815,"4A","4A"
1549,1551,"4A","3B"
1552,1585,"3B","5B"
1552,1700,"3B","3B"
1558,1567,"3B","3B"
1579,1851,"3B","2B"
1613,1911,"2A","2A"
1665,1766,"1B","1A"
1673,1761,"1B","1A"
1673,1802,"1B","4B"
1674,1696,"1B","1B"
1674,1890,"1B","2B"
1695,1752,"1B","1A"
1702,1704,"2B","2B"
1702,1749,"2B","2B"
1704,1732,"2B","2B"
1704,1749,"2B","2B"
1704,1855,"2B","2B"
1714,1763,"3A","3A"
1714,1822,"3A","3A"
1723,1763,"3A","3A"
1723,1822,"3A","3A"
1730,1890,"4A","2B"
1732,1855,"2B","2B"
1757,1920,"1A","1B"
1761,1775,"1A","1A"
1761,1802,"1A","4B"
1763,1822,"3A","3A"
1767,1775,"1A","1A"
1802,1847,"4B","4B"
1837,1916,"4A","2A"
1838,1909,"3A","3A"
1426,1471,"5B","5B"
1426,1477,"5B","5A"
1428,1708,"5B","2B"
1428,1775,"5B","1A"
1429,1489,"5B","5B"
1429,1695,"5B","1B"
1431,1563,"5B","5B"
1434,1532,"5B","4A"
1434,1730,"5B","4A"
1434,1861,"5B","2B"
1437,1684,"5B","1B"
1437,1757,"5B","1A"
1437,1920,"5B","1B"
1439,1705,"5B","4A"
1439,1866,"5B","4B"
1443,1493,"5B","5A"
1453,1457,"5A","5A"
1453,1757,"5A","1A"
1459,1522,"5A","5A"
1471,1477,"5B","5A"
1471,1821,"5B","4B"
1480,1502,"5B","5A"
1489,1752,"5B","1A"
1498,1552,"5A","3B"
1498,1585,"5A","5B"
1501,1502,"5A","5A"
1502,1695,"5A","1B"
1503,1815,"4A","4A"
1520,1847,"5A","4B"
1533,1885,"4A","4B"
1549,1551,"4A","3B"
1552,1700,"3B","3B"
1558,1567,"3B","3B"
1579,1851,"3B","2B"
1604,1613,"2A","2A"
1613,1702,"2A","2B"
1613,1911,"2A","2A"
1625,1704,"2A","2B"
1628,1851,"2A","2B"
1648,1889,"2A","2B"
1665,1766,"1B","1A"
1665,1792,"1B","1A"
1666,1697,"1B","1B"
1674,1696,"1B","1B"
1695,1752,"1B","1A"
1697,1698,"1B","1B"
1702,1720,"2B","3A"
1702,1749,"2B","2B"
1704,1732,"2B","2B"
1714,1723,"3A","3A"
1714,1822,"3A","3A"
1723,1763,"3A","3A"
1723,1822,"3A","3A"
1743,1885,"2B","4B"
1749,1902,"2B","2A"
1749,1911,"2B","2A"
1766,1772,"1A","1A"
1802,1847,"4B","4B"
1821,1857,"4B","4B"
1838,1909,"3A","3A"
1857,1909,"4B","3A"
1861,1889,"2B","2B"
1902,1911,"2A","2A"
1426,1477,"5B","5A"
1428,1437,"5B","5B"
1428,1563,"5B","5B"
1429,1489,"5B","5B"
1431,1453,"5B","5A"
1431,1457,"5B","5A"
1434,1498,"5B","5A"
1434,1532,"5B","4A"
1437,1520,"5B","5A"
1437,1563,"5B","5B"
1437,1847,"5B","4B"
1439,1866,"5B","4B"
1443,1493,"5B","5A"
1459,1522,"5A","5A"
1480,1501,"5B","5A"
1493,1743,"5A","2B"
1500,1802,"4A","4B"
1501,1502,"5A","5A"
1503,1539,"4A","4A"
1503,1815,"4A","4A"
1520,1563,"5A","5B"
1520,1920,"5A","1B"
1533,1743,"4A","2B"
1533,1885,"4A","4B"
1552,1700,"3B","3B"
1558,1567,"3B","3B"
1604,1613,"2A","2A"
1613,1665,"2A","1B"
1613,1902,"2A","2A"
1613,1911,"2A","2A"
1625,1708,"2A","2B"
1648,1861,"2A","2B"
1648,1889,"2A","2B"
1665,1766,"1B","1A"
1666,1697,"1B","1B"
1674,1696,"1B","1B"
1674,1700,"1B","3B"
1695,1752,"1B","1A"
1696,1700,"1B","3B"
1697,1698,"1B","1B"
1702,1720,"2B","3A"
1702,1749,"2B","2B"
1704,1732,"2B","2B"
1704,1890,"2B","2B"
1708,1714,"2B","3A"
1708,1766,"2B","1A"
1708,1857,"2B","4B"
1723,1822,"3A","3A"
1732,1890,"2B","2B"
1743,1885,"2B","4B"
1757,1833,"1A","3A"
1763,1822,"3A","3A"
1764,1912,"1A","1B"
1772,1792,"1A","1A"
1802,1847,"4B","4B"
1821,1857,"4B","4B"
1861,1889,"2B","2B"
1895,1909,"4B","3A"
1902,1911,"2A","2A"
1426,1471,"5B","5B"
1426,1477,"5B","5A"
1428,1437,"5B","5B"
1428,1563,"5B","5B"
1429,1489,"5B","5B"
1429,1895,"5B","4B"
1431,1453,"5B","5A"
1431,1457,"5B","5A"
1434,1532,"5B","4A"
1434,1885,"5B","4B"
1437,1563,"5B","5B"
1437,1802,"5B","4B"
1439,1866,"5B","4B"
1443,1493,"5B","5A"
1457,1482,"5A","5B"
1459,1522,"5A","5A"
1471,1477,"5B","5A"
1489,1743,"5B","2B"
1493,1730,"5A","4A"
1498,1549,"5A","4A"
1498,1585,"5A","5B"
1501,1895,"5A","4B"
1502,1761,"5A","1A"
1503,1815,"4A","4A"
1519,1533,"4A","4A"
1520,1802,"5A","4B"
1520,1847,"5A","4B"
1532,1822,"4A","3A"
1532,1837,"4A","4A"
1532,1885,"4A","4B"
1539,1653,"4A","Teachers"
1549,1551,"4A","3B"
1552,1674,"3B","1B"
1552,1700,"3B","3B"
1558,1567,"3B","3B"
1560,1572,"3B","3B"
1560,1673,"3B","1B"
1579,1851,"3B","2B"
1613,1902,"2A","2A"
1613,1911,"2A","2A"
1613,1916,"2A","2A"
1625,1708,"2A","2B"
1625,1911,"2A","2A"
1653,1815,"Teachers","4A"
1674,1700,"1B","3B"
1675,1684,"1B","1B"
1675,1696,"1B","1B"
1675,1723,"1B","3A"
1684,1696,"1B","1B"
1684,1890,"1B","2B"
1695,1757,"1B","1A"
1695,1890,"1B","2B"
1697,1780,"1B","3A"
1697,1837,"1B","4A"
1698,1780,"1B","3A"
1700,1855,"3B","2B"
1702,1749,"2B","2B"
1704,1732,"2B","2B"
1704,1743,"2B","2B"
1704,1889,"2B","2B"
1714,1723,"3A","3A"
1714,1822,"3A","3A"
1714,1889,"3A","2B"
1723,1822,"3A","3A"
1732,1889,"2B","2B"
1743,1855,"2B","2B"
1757,1821,"1A","4B"
1761,1909,"1A","3A"
1764,1912,"1A","1B"
1766,1787,"1A","1A"
1766,1792,"1A","1A"
1775,1821,"1A","4B"
1821,1895,"4B","4B"
1861,1889,"2B","2B"
1902,1911,"2A","2A"
1426,1471,"5B","5B"
1426,1477,"5B","5A"
1428,1802,"5B","4B"
1429,1489,"5B","5B"
1431,1437,"5B","5B"
1431,1453,"5B","5A"
1431,1563,"5B","5B"
1434,1519,"5B","4A"
1434,1533,"5B","4A"
1434,1885,"5B","4B"
1437,1453,"5B","5A"
1437,1723,"5B","3A"
1439,1797,"5B","4A"
1443,1493,"5B","5A"
1459,1522,"5A","5A"
1471,1477,"5B","5A"
1480,1700,"5B","3B"
1498,1572,"5A","3B"
1498,1585,"5A","5B"
1500,1802,"4A","4B"
1501,1502,"5A","5A"
1501,1838,"5A","3A"
1503,1815,"4A","4A"
1533,1885,"4A","4B"
1549,1551,"4A","3B"
1552,1700,"3B","3B"
1558,1567,"3B","3B"
1560,1572,"3B","3B"
1579,1851,"3B","2B"
1625,1673,"2A","1B"
1648,1765,"2A","1B"
1666,1697,"1B","1B"
1673,1792,"1B","1A"
1674,1700,"1B","3B"
1675,1696,"1B","1B"
1684,1695,"1B","1B"
1696,1761,"1B","1A"
1696,1890,"1B","2B"
1698,1780,"1B","3A"
1704,1743,"2B","2B"
1708,1714,"2B","3A"
1714,1822,"3A","3A"
1722,1795,"3A","3A"
1732,1743,"2B","2B"
1752,1890,"1A","2B"
1752,1916,"1A","2A"
1761,1912,"1A","1B"
1764,1912,"1A","1B"
1780,1833,"3A","3A"
1780,1912,"3A","1B"
1802,1847,"4B","4B"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1857,1895,"4B","4B"
1890,1916,"2B","2A"
1426,1471,"5B","5B"
1429,1489,"5B","5B"
1431,1453,"5B","5A"
1434,1533,"5B","4A"
1434,1885,"5B","4B"
1439,1767,"5B","1A"
1439,1797,"5B","4A"
1443,1493,"5B","5A"
1443,1795,"5B","3A"
1459,1522,"5A","5A"
1471,1477,"5B","5A"
1489,1857,"5B","4B"
1493,1502,"5A","5A"
1493,1722,"5A","3A"
1501,1502,"5A","5A"
1503,1815,"4A","4A"
1533,1885,"4A","4B"
1539,1815,"4A","4A"
1549,1551,"4A","3B"
1552,1700,"3B","3B"
1558,1567,"3B","3B"
1560,1572,"3B","3B"
1560,1916,"3B","2A"
1572,1761,"3B","1A"
1579,1851,"3B","2B"
1613,1787,"2A","1A"
1666,1714,"1B","3A"
1673,1772,"1B","1A"
1673,1775,"1B","1A"
1673,1787,"1B","1A"
1673,1911,"1B","2A"
1674,1761,"1B","1A"
1697,1698,"1B","1B"
1698,1714,"1B","3A"
1698,1761,"1B","1A"
1704,1743,"2B","2B"
1704,1855,"2B","2B"
1714,1780,"3A","3A"
1722,1795,"3A","3A"
1723,1764,"3A","1A"
1743,1855,"2B","2B"
1772,1902,"1A","2A"
1775,1890,"1A","2B"
1775,1911,"1A","2A"
1787,1911,"1A","2A"
1802,1847,"4B","4B"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1838,1909,"3A","3A"
1857,1895,"4B","4B"
1426,1471,"5B","5B"
1428,1847,"5B","4B"
1429,1489,"5B","5B"
1429,1857,"5B","4B"
1431,1522,"5B","5A"
1431,1916,"5B","2A"
1434,1533,"5B","4A"
1434,1885,"5B","4B"
1437,1563,"5B","5B"
1443,1493,"5B","5A"
1453,1457,"5A","5A"
1457,1563,"5A","5B"
1457,1780,"5A","3A"
1459,1522,"5A","5A"
1480,1552,"5B","3B"
1489,1821,"5B","4B"
1498,1585,"5A","5B"
1503,1815,"4A","4A"
1532,1837,"4A","4A"
1533,1885,"4A","4B"
1552,1700,"3B","3B"
1558,1730,"3B","4A"
1572,1666,"3B","1B"
1579,1851,"3B","2B"
1648,1889,"2A","2B"
1674,1696,"1B","1B"
1684,1695,"1B","1B"
1684,1889,"1B","2B"
1695,1920,"1B","1B"
1697,1761,"1B","1A"
1698,1761,"1B","1A"
1702,1704,"2B","2B"
1702,1765,"2B","1B"
1708,1855,"2B","2B"
1711,1765,"1A","1B"
1711,1909,"1A","3A"
1714,1792,"3A","1A"
1722,1795,"3A","3A"
1732,1780,"2B","3A"
1802,1847,"4B","4B"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1833,1916,"3A","2A"
1838,1855,"3A","2B"
1857,1895,"4B","4B"
1861,1889,"2B","2B"
1890,1911,"2B","2A"
1426,1471,"5B","5B"
1428,1847,"5B","4B"
1429,1489,"5B","5B"
1431,1522,"5B","5A"
1431,1780,"5B","3A"
1434,1533,"5B","4A"
1434,1885,"5B","4B"
1443,1493,"5B","5A"
1489,1821,"5B","4B"
1489,1857,"5B","4B"
1503,1539,"4A","4A"
1503,1815,"4A","4A"
1520,1847,"5A","4B"
1532,1822,"4A","3A"
1533,1885,"4A","4B"
1552,1700,"3B","3B"
1558,1567,"3B","3B"
1572,1909,"3B","3A"
1613,1704,"2A","2B"
1625,1890,"2A","2B"
1648,1675,"2A","1B"
1653,1815,"Teachers","4A"
1665,1711,"1B","1A"
1673,1792,"1B","1A"
1674,1688,"1B","1B"
1688,1696,"1B","1B"
1697,1761,"1B","1A"
1697,1763,"1B","3A"
1698,1723,"1B","3A"
1698,1761,"1B","1A"
1704,1890,"2B","2B"
1711,1772,"1A","1A"
1722,1795,"3A","3A"
1723,1763,"3A","3A"
1761,1912,"1A","1B"
1763,1822,"3A","3A"
1765,1912,"1B","1B"
1772,1890,"1A","2B"
1772,1902,"1A","2A"
1780,1833,"3A","3A"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1822,1838,"3A","3A"
1857,1895,"4B","4B"
1426,1578,"5B","5B"
1429,1489,"5B","5B"
1431,1453,"5B","5A"
1434,1533,"5B","4A"
1434,1885,"5B","4B"
1437,1453,"5B","5A"
1437,1457,"5B","5A"
1493,1520,"5A","5A"
1493,1847,"5A","4B"
1501,1502,"5A","5A"
1503,1539,"4A","4A"
1503,1746,"4A","Teachers"
1520,1802,"5A","4B"
1520,1847,"5A","4B"
1532,1851,"4A","2B"
1552,1700,"3B","3B"
1552,1780,"3B","3A"
1558,1567,"3B","3B"
1579,1851,"3B","2B"
1613,1704,"2A","2B"
1613,1787,"2A","1A"
1665,1890,"1B","2B"
1673,1684,"1B","1B"
1673,1792,"1B","1A"
1684,1890,"1B","2B"
1700,1720,"3B","3A"
1704,1787,"2B","1A"
1722,1795,"3A","3A"
1730,1795,"4A","3A"
1752,1757,"1A","1A"
1780,1833,"3A","3A"
1780,1838,"3A","3A"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1838,1909,"3A","3A"
1857,1895,"4B","4B"
1426,1471,"5B","5B"
1428,1500,"5B","4A"
1429,1489,"5B","5B"
1429,1855,"5B","2B"
1429,1916,"5B","2A"
1431,1457,"5B","5A"
1431,1563,"5B","5B"
1437,1563,"5B","5B"
1452,1471,"5A","5B"
1452,1578,"5A","5B"
1471,1578,"5B","5B"
1489,1916,"5B","2A"
1493,1520,"5A","5A"
1493,1802,"5A","4B"
1500,1802,"4A","4B"
1501,1502,"5A","5A"
1520,1847,"5A","4B"
1533,1885,"4A","4B"
1549,1551,"4A","3B"
1552,1700,"3B","3B"
1552,1730,"3B","4A"
1558,1567,"3B","3B"
1579,1851,"3B","2B"
1613,1822,"2A","3A"
1625,1704,"2A","2B"
1648,1708,"2A","2B"
1675,1708,"1B","2B"
1675,1761,"1B","1A"
1695,1902,"1B","2A"
1695,1920,"1B","1B"
1708,1889,"2B","2B"
1720,1833,"3A","3A"
1722,1795,"3A","3A"
1722,1855,"3A","2B"
1745,1753,"Teachers","Teachers"
1745,1768,"Teachers","1A"
1752,1757,"1A","1A"
1752,1787,"1A","1A"
1763,1838,"3A","3A"
1764,1772,"1A","1A"
1764,1775,"1A","1A"
1764,1792,"1A","1A"
1795,1855,"3A","2B"
1802,1847,"4B","4B"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1822,1911,"3A","2A"
1838,1909,"3A","3A"
1429,1708,"5B","2B"
1431,1437,"5B","5B"
1431,1457,"5B","5A"
1437,1453,"5B","5A"
1443,1493,"5B","5A"
1443,1520,"5B","5A"
1452,1471,"5A","5B"
1452,1578,"5A","5B"
1453,1457,"5A","5A"
1471,1578,"5B","5B"
1489,1708,"5B","2B"
1489,1821,"5B","4B"
1493,1520,"5A","5A"
1501,1502,"5A","5A"
1503,1766,"4A","1A"
1552,1700,"3B","3B"
1552,1720,"3B","3A"
1558,1567,"3B","3B"
1625,1704,"2A","2B"
1653,1815,"Teachers","4A"
1697,1838,"1B","3A"
1700,1720,"3B","3A"
1702,1743,"2B","2B"
1702,1749,"2B","2B"
1710,1780,"2B","3A"
1720,1833,"3A","3A"
1722,1795,"3A","3A"
1722,1855,"3A","2B"
1743,1749,"2B","2B"
1743,1889,"2B","2B"
1745,1768,"Teachers","1A"
1752,1757,"1A","1A"
1753,1768,"Teachers","1A"
1757,1766,"1A","1A"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1833,1909,"3A","3A"
1857,1895,"4B","4B"
1861,1889,"2B","2B"
1861,1902,"2B","2A"
1889,1909,"2B","3A"
1909,1916,"3A","2A"
1429,1489,"5B","5B"
1431,1453,"5B","5A"
1434,1489,"5B","5B"
1434,1708,"5B","2B"
1437,1563,"5B","5B"
1459,1522,"5A","5A"
1489,1708,"5B","2B"
1493,1802,"5A","4B"
1501,1502,"5A","5A"
1522,1730,"5A","4A"
1539,1895,"4A","4B"
1549,1551,"4A","3B"
1552,1700,"3B","3B"
1552,1720,"3B","3A"
1560,1572,"3B","3B"
1560,1613,"3B","2A"
1572,1613,"3B","2A"
1613,1704,"2A","2B"
1625,1704,"2A","2B"
1628,1889,"2A","2B"
1628,1902,"2A","2A"
1665,1764,"1B","1A"
1675,1714,"1B","3A"
1700,1720,"3B","3A"
1702,1749,"2B","2B"
1722,1795,"3A","3A"
1732,1780,"2B","3A"
1745,1768,"Teachers","1A"
1757,1764,"1A","1A"
1764,1792,"1A","1A"
1780,1909,"3A","3A"
1795,1855,"3A","2B"
1802,1837,"4B","4A"
1802,1847,"4B","4B"
1833,1855,"3A","2B"
1857,1895,"4B","4B"
1889,1916,"2B","2A"
1902,1920,"2A","1B"
1429,1431,"5B","5B"
1429,1457,"5B","5A"
1429,1489,"5B","5B"
1431,1453,"5B","5A"
1431,1489,"5B","5B"
1437,1453,"5B","5A"
1443,1493,"5B","5A"
1443,1500,"5B","4A"
1457,1489,"5A","5B"
1459,1522,"5A","5A"
1498,1578,"5A","5B"
1500,1802,"4A","4B"
1500,1837,"4A","4A"
1501,1502,"5A","5A"
1539,1895,"4A","4B"
1549,1551,"4A","3B"
1552,1700,"3B","3B"
1552,1720,"3B","3A"
1558,1567,"3B","3B"
1560,1625,"3B","2A"
1665,1752,"1B","1A"
1665,1764,"1B","1A"
1665,1787,"1B","1A"
1665,1792,"1B","1A"
1675,1695,"1B","1B"
1695,1697,"1B","1B"
1696,1697,"1B","1B"
1697,1912,"1B","1B"
1700,1720,"3B","3A"
1704,1723,"2B","3A"
1722,1730,"3A","4A"
1722,1795,"3A","3A"
1732,1780,"2B","3A"
1752,1787,"1A","1A"
1757,1761,"1A","1A"
1757,1765,"1A","1B"
1757,1912,"1A","1B"
1763,1838,"3A","3A"
1764,1765,"1A","1B"
1764,1787,"1A","1A"
1802,1847,"4B","4B"
1838,1909,"3A","3A"
1857,1895,"4B","4B"
1429,1457,"5B","5A"
1429,1489,"5B","5B"
1431,1437,"5B","5B"
1431,1453,"5B","5A"
1437,1780,"5B","3A"
1437,1833,"5B","3A"
1453,1533,"5A","4A"
1457,1489,"5A","5B"
1459,1522,"5A","5A"
1471,1482,"5B","5B"
1471,1585,"5B","5B"
1500,1847,"4A","4B"
1501,1502,"5A","5A"
1503,1539,"4A","4A"
1532,1579,"4A","3B"
1532,1851,"4A","2B"
1539,1815,"4A","4A"
1552,1700,"3B","3B"
1552,1708,"3B","2B"
1558,1567,"3B","3B"
1560,1572,"3B","3B"
1579,1730,"3B","4A"
1579,1851,"3B","2B"
1613,1625,"2A","2A"
1625,1666,"2A","1B"
1628,1916,"2A","2A"
1665,1674,"1B","1B"
1665,1752,"1B","1A"
1665,1761,"1B","1A"
1665,1775,"1B","1A"
1666,1911,"1B","2A"
1674,1688,"1B","1B"
1674,1761,"1B","1A"
1696,1697,"1B","1B"
1696,1761,"1B","1A"
1697,1912,"1B","1B"
1698,1775,"1B","1A"
1722,1795,"3A","3A"
1763,1838,"3A","3A"
1780,1833,"3A","3A"
1797,1866,"4A","4B"
1802,1837,"4B","4A"
1802,1847,"4B","4B"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1857,1895,"4B","4B"
1428,1802,"5B","4B"
1437,1563,"5B","5B"
1437,1710,"5B","2B"
1437,1763,"5B","3A"
1439,1705,"5B","4A"
1452,1471,"5A","5B"
1452,1482,"5A","5B"
1459,1522,"5A","5A"
1471,1482,"5B","5B"
1471,1585,"5B","5B"
1493,1501,"5A","5A"
1501,1502,"5A","5A"
1503,1539,"4A","4A"
1503,1815,"4A","4A"
1528,1851,"4A","2B"
1532,1579,"4A","3B"
1532,1851,"4A","2B"
1539,1815,"4A","4A"
1558,1567,"3B","3B"
1558,1802,"3B","4B"
1579,1851,"3B","2B"
1613,1675,"2A","1B"
1628,1855,"2A","2B"
1648,1902,"2A","2A"
1665,1698,"1B","1B"
1666,1757,"1B","1A"
1675,1684,"1B","1B"
1675,1766,"1B","1A"
1684,1766,"1B","1A"
1697,1912,"1B","1B"
1698,1761,"1B","1A"
1700,1815,"3B","4A"
1704,1855,"2B","2B"
1705,1866,"4A","4B"
1732,1780,"2B","3A"
1764,1775,"1A","1A"
1764,1792,"1A","1A"
1765,1792,"1B","1A"
1797,1866,"4A","4B"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1838,1909,"3A","3A"
1857,1895,"4B","4B"
1426,1471,"5B","5B"
1426,1477,"5B","5A"
1428,1500,"5B","4A"
1434,1480,"5B","5B"
1437,1563,"5B","5B"
1439,1705,"5B","4A"
1452,1471,"5A","5B"
1452,1477,"5A","5A"
1459,1522,"5A","5A"
1498,1585,"5A","5B"
1503,1563,"4A","5B"
1503,1815,"4A","4A"
1532,1851,"4A","2B"
1539,1815,"4A","4A"
1539,1895,"4A","4B"
1549,1700,"4A","3B"
1549,1730,"4A","4A"
1549,1763,"4A","3A"
1552,1700,"3B","3B"
1552,1730,"3B","4A"
1552,1838,"3B","3A"
1560,1822,"3B","3A"
1567,1866,"3B","4B"
1579,1851,"3B","2B"
1604,1702,"2A","2B"
1604,1711,"2A","1A"
1604,1743,"2A","2B"
1625,1697,"2A","1B"
1628,1714,"2A","3A"
1628,1890,"2A","2B"
1648,1666,"2A","1B"
1648,1766,"2A","1A"
1648,1889,"2A","2B"
1666,1697,"1B","1B"
1674,1889,"1B","2B"
1684,1766,"1B","1A"
1688,1775,"1B","1A"
1695,1757,"1B","1A"
1695,1920,"1B","1B"
1697,1912,"1B","1B"
1700,1730,"3B","4A"
1702,1743,"2B","2B"
1704,1743,"2B","2B"
1705,1866,"4A","4B"
1708,1711,"2B","1A"
1708,1855,"2B","2B"
1708,1902,"2B","2A"
1720,1822,"3A","3A"
1730,1838,"4A","3A"
1732,1889,"2B","2B"
1732,1912,"2B","1B"
1743,1749,"2B","2B"
1749,1916,"2B","2A"
1757,1855,"1A","2B"
1757,1920,"1A","1B"
1764,1765,"1A","1B"
1764,1792,"1A","1A"
1765,1912,"1B","1B"
1766,1861,"1A","2B"
1772,1775,"1A","1A"
1775,1792,"1A","1A"
1780,1833,"3A","3A"
1797,1847,"4A","4B"
1821,1895,"4B","4B"
1822,1838,"3A","3A"
1857,1895,"4B","4B"
1911,1912,"2A","1B"
1426,1452,"5B","5A"
1426,1471,"5B","5B"
1426,1477,"5B","5A"
1426,1578,"5B","5B"
1434,1539,"5B","4A"
1434,1833,"5B","3A"
1439,1866,"5B","4B"
1443,1493,"5B","5A"
1443,1885,"5B","4B"
1452,1471,"5A","5B"
1452,1477,"5A","5A"
1452,1578,"5A","5B"
1459,1522,"5A","5A"
1471,1477,"5B","5A"
1471,1578,"5B","5B"
1477,1578,"5A","5B"
1482,1498,"5B","5A"
1498,1585,"5A","5B"
1498,1780,"5A","3A"
1501,1502,"5A","5A"
1503,1815,"4A","4A"
1539,1780,"4A","3A"
1539,1821,"4A","4B"
1539,1833,"4A","3A"
1549,1730,"4A","4A"
1552,1700,"3B","3B"
1560,1572,"3B","3B"
1572,1763,"3B","3A"
1604,1702,"2A","2B"
1604,1743,"2A","2B"
1604,1749,"2A","2B"
1666,1697,"1B","1B"
1673,1761,"1B","1A"
1675,1696,"1B","1B"
1675,1911,"1B","2A"
1684,1766,"1B","1A"
1697,1704,"1B","2B"
1697,1912,"1B","1B"
1702,1749,"2B","2B"
1705,1866,"4A","4B"
1708,1855,"2B","2B"
1708,1902,"2B","2A"
1708,1916,"2B","2A"
1722,1795,"3A","3A"
1743,1749,"2B","2B"
1763,1815,"3A","4A"
1765,1772,"1B","1A"
1780,1815,"3A","4A"
1780,1833,"3A","3A"
1797,1802,"4A","4B"
1797,1847,"4A","4B"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1833,1857,"3A","4B"
1838,1909,"3A","3A"
1855,1916,"2B","2A"
1857,1895,"4B","4B"
1861,1889,"2B","2B"
1861,1911,"2B","2A"
1861,1912,"2B","1B"
1902,1916,"2A","2A"
1426,1471,"5B","5B"
1426,1578,"5B","5B"
1428,1585,"5B","5B"
1434,1885,"5B","4B"
1439,1705,"5B","4A"
1439,1866,"5B","4B"
1459,1522,"5A","5A"
1498,1585,"5A","5B"
1503,1528,"4A","4A"
1533,1549,"4A","4A"
1549,1730,"4A","4A"
1552,1560,"3B","3B"
1552,1572,"3B","3B"
1552,1700,"3B","3B"
1560,1572,"3B","3B"
1560,1763,"3B","3A"
1572,1700,"3B","3B"
1585,1802,"5B","4B"
1604,1743,"2A","2B"
1604,1749,"2A","2B"
1628,1851,"2A","2B"
1648,1889,"2A","2B"
1666,1695,"1B","1B"
1666,1766,"1B","1A"
1666,1920,"1B","1B"
1673,1674,"1B","1B"
1673,1675,"1B","1B"
1675,1912,"1B","1B"
1695,1757,"1B","1A"
1695,1909,"1B","3A"
1695,1920,"1B","1B"
1697,1704,"1B","2B"
1700,1730,"3B","4A"
1702,1743,"2B","2B"
1702,1749,"2B","2B"
1708,1855,"2B","2B"
1708,1902,"2B","2A"
1708,1916,"2B","2A"
1711,1714,"1A","3A"
1711,1723,"1A","3A"
1714,1722,"3A","3A"
1714,1723,"3A","3A"
1714,1822,"3A","3A"
1722,1795,"3A","3A"
1722,1822,"3A","3A"
1723,1822,"3A","3A"
1743,1749,"2B","2B"
1749,1916,"2B","2A"
1757,1766,"1A","1A"
1757,1889,"1A","2B"
1757,1920,"1A","1B"
1761,1772,"1A","1A"
1764,1765,"1A","1B"
1780,1833,"3A","3A"
1787,1911,"1A","2A"
1797,1802,"4A","4B"
1821,1866,"4B","4B"
1821,1895,"4B","4B"
1838,1909,"3A","3A"
1426,1520,"5B","5A"
1428,1585,"5B","5B"
1429,1489,"5B","5B"
1437,1563,"5B","5B"
1443,1493,"5B","5A"
1453,1457,"5A","5A"
1457,1763,"5A","3A"
1459,1522,"5A","5A"
1477,1503,"5A","4A"
1482,1498,"5B","5A"
1500,1802,"4A","4B"
1503,1815,"4A","4A"
1528,1866,"4A","4B"
1539,1847,"4A","4B"
1549,1579,"4A","3B"
1549,1700,"4A","3B"
1549,1847,"4A","4B"
1552,1560,"3B","3B"
1563,1815,"5B","4A"
1579,1700,"3B","3B"
1585,1857,"5B","4B"
1604,1702,"2A","2B"
1604,1743,"2A","2B"
1604,1749,"2A","2B"
1666,1766,"1B","1A"
1675,1696,"1B","1B"
1695,1920,"1B","1B"
1698,1911,"1B","2A"
1702,1743,"2B","2B"
1702,1749,"2B","2B"
1708,1916,"2B","2A"
1714,1723,"3A","3A"
1722,1767,"3A","1A"
1722,1795,"3A","3A"
1722,1822,"3A","3A"
1730,1763,"4A","3A"
1743,1749,"2B","2B"
1743,1822,"2B","3A"
1749,1822,"2B","3A"
1757,1766,"1A","1A"
1757,1920,"1A","1B"
1761,1911,"1A","2A"
